source,target,value
BC004,BC033,0.923
BC004,BC038,0.9561
BC004,BC039,0.9476
BC004,BC050,0.9228
BC004,BC059,0.902
BC004,BC071,0.907
BC004,BC072,0.9502
BC004,BC076,0.9622
BC004,BC078,0.9043
BC004,BC079,0.9278
BC005,BC006,0.9074
BC005,BC013,0.9557
BC005,BC015,0.9691
BC005,BC017,0.9875
BC005,BC025,0.966
BC005,BC028,0.9403
BC005,BC030,0.9172
BC005,BC035,0.9576
BC005,BC036,0.9618
BC005,BC039,0.9251
BC005,BC046,0.9764
BC005,BC050,0.9649
BC005,BC062,0.9243
BC005,BC064,0.9224
BC005,BC068,0.9704
BC005,BC069,0.9529
BC005,BC075,0.9589
BC005,BC077,0.9117
BC005,BH046,0.945
BC005,BJ061,0.9313
BC006,BC007,0.9575
BC006,BC015,0.9165
BC006,BC018,0.9196
BC006,BC030,0.9442
BC006,BC033,0.9629
BC006,BC046,0.9377
BC006,BC052,0.974
BC006,BC054,0.9332
BC006,BC057,0.9228
BC006,BC062,0.9076
BC006,BC069,0.9156
BC006,BC077,0.9068
BC006,BE034,0.9602
BC007,BC011,0.9015
BC007,BC016,0.9636
BC007,BC021,0.9897
BC007,BC022,0.9061
BC007,BC026,0.9791
BC007,BC028,0.9147
BC007,BC037,0.9621
BC007,BC040,0.9446
BC007,BC045,0.9262
BC007,BC046,0.9126
BC007,BC059,0.9754
BC007,BC060,0.9662
BC007,BC063,0.9548
BC007,BC071,0.9419
BC007,BC076,0.9003
BC008,BC016,0.9747
BC008,BC017,0.9155
BC008,BC019,0.9612
BC008,BC020,0.9753
BC008,BC023,0.9266
BC008,BC026,0.928
BC008,BC029,0.9211
BC008,BC033,0.9878
BC008,BC042,0.9716
BC008,BC044,0.9091
BC008,BC045,0.948
BC008,BC048,0.9516
BC008,BC049,0.9334
BC008,BC054,0.9813
BC008,BC060,0.9304
BC008,BC063,0.9271
BC008,BC077,0.9118
BC009,BC024,0.9466
BC009,BC029,0.955
BC009,BC030,0.9039
BC009,BC048,0.9306
BC009,BC052,0.9209
BC009,BC053,0.9496
BC009,BC059,0.9238
BC009,BC065,0.9614
BC009,BC068,0.9447
BC009,BC073,0.9566
BC009,BC076,0.9103
BC009,BC079,0.9708
BC010,BC011,0.9008
BC010,BC027,0.9283
BC010,BC036,0.9148
BC010,BC038,0.9549
BC010,BC044,0.9191
BC010,BC052,0.9863
BC010,BC061,0.9385
BC010,BC062,0.9565
BC010,BC067,0.972
BC011,BC012,0.9472
BC011,BC016,0.9196
BC011,BC020,0.9681
BC011,BC021,0.9678
BC011,BC022,0.9404
BC011,BC024,0.9022
BC011,BC033,0.9019
BC011,BC034,0.9218
BC011,BC035,0.9338
BC011,BC036,0.9561
BC011,BC038,0.9406
BC011,BC046,0.9188
BC011,BC051,0.9411
BC011,BC053,0.9113
BC011,BC055,0.9614
BC011,BC056,0.9381
BC011,BC061,0.9027
BC011,BC068,0.9517
BC012,BC015,0.9238
BC012,BC022,0.9233
BC012,BC040,0.9231
BC012,BC043,0.9018
BC012,BC053,0.9101
BC012,BC063,0.9146
BC012,BC069,0.9304
BC012,BC075,0.989
BC013,BC014,0.94
BC013,BC015,0.9138
BC013,BC018,0.9618
BC013,BC019,0.9552
BC013,BC026,0.945
BC013,BC031,0.9664
BC013,BC037,0.9197
BC013,BC048,0.9389
BC013,BC050,0.9222
BC013,BC051,0.9643
BC013,BC053,0.9278
BC013,BC055,0.9213
BC013,BC057,0.913
BC013,BC058,0.9635
BC013,BC065,0.9372
BC013,BC071,0.9863
BC013,BC079,0.9126
BC014,BC016,0.9549
BC014,BC019,0.9365
BC014,BC029,0.9507
BC014,BC031,0.9292
BC014,BC040,0.949
BC014,BC044,0.9084
BC014,BC048,0.9402
BC014,BC050,0.9192
BC014,BC061,0.9222
BC014,BC063,0.9088
BC014,BC064,0.9215
BC014,BC069,0.9084
BC014,BC072,0.9427
BC014,BC075,0.947
BC014,BD039,0.9614
BC015,BC019,0.9724
BC015,BC020,0.9079
BC015,BC024,0.9708
BC015,BC025,0.9461
BC015,BC028,0.932
BC015,BC029,0.9591
BC015,BC030,0.9298
BC015,BC038,0.9347
BC015,BC040,0.9445
BC015,BC041,0.9175
BC015,BC046,0.9383
BC015,BC050,0.9582
BC015,BC051,0.9604
BC015,BC054,0.926
BC015,BC060,0.9645
BC015,BC061,0.9283
BC015,BC068,0.9431
BC015,BC072,0.9175
BC015,BC079,0.961
BC016,BC027,0.9113
BC016,BC037,0.9634
BC016,BC047,0.9223
BC016,BC056,0.9325
BC016,BC065,0.9214
BC016,BC070,0.9128
BC016,BC073,0.9195
BC016,BC075,0.9001
BC016,BC076,0.9472
BC016,BD060,0.9319
BC017,BC023,0.9159
BC017,BC031,0.9777
BC017,BC035,0.9325
BC017,BC036,0.9618
BC017,BC042,0.9024
BC017,BC050,0.9105
BC017,BC052,0.9465
BC017,BC055,0.9891
BC017,BC071,0.963
BC017,BC077,0.9301
BC018,BC019,0.9005
BC018,BC022,0.9547
BC018,BC025,0.9526
BC018,BC028,0.922
BC018,BC029,0.9741
BC018,BC030,0.9615
BC018,BC033,0.9678
BC018,BC039,0.9301
BC018,BC051,0.9228
BC018,BC053,0.9259
BC018,BC063,0.9216
BC018,BC065,0.909
BC018,BC068,0.9312
BC018,BC072,0.956
BC018,BC073,0.9559
BC018,BD072,0.915
BC018,BH062,0.9357
BC019,BC023,0.9299
BC019,BC035,0.9279
BC019,BC036,0.9304
BC019,BC040,0.9265
BC019,BC042,0.9652
BC019,BC046,0.9761
BC019,BC054,0.9468
BC019,BC055,0.9466
BC019,BC058,0.9584
BC019,BC060,0.9335
BC019,BC073,0.9364
BC020,BC025,0.9696
BC020,BC027,0.9912
BC020,BC029,0.966
BC020,BC059,0.9705
BC020,BC064,0.9568
BC020,BC067,0.9081
BC020,BC069,0.938
BC020,BC075,0.9369
BC020,BC076,0.9541
BC020,BC077,0.9007
BC020,BG012,0.9051
BC021,BC027,0.9121
BC021,BC029,0.9376
BC021,BC032,0.9053
BC021,BC033,0.966
BC021,BC036,0.9354
BC021,BC039,0.9428
BC021,BC041,0.9376
BC021,BC050,0.9269
BC021,BC060,0.9107
BC021,BC068,0.9431
BC021,BC069,0.9645
BC021,BC070,0.92
BC021,BI079,0.9316
BC022,BC024,0.9207
BC022,BC025,0.9275
BC022,BC039,0.9059
BC022,BC048,0.9182
BC022,BC054,0.939
BC022,BC057,0.9249
BC022,BC076,0.9347
BC022,BC078,0.9713
BC023,BC025,0.9342
BC023,BC028,0.9027
BC023,BC032,0.9061
BC023,BC033,0.9565
BC023,BC035,0.9259
BC023,BC038,0.9423
BC023,BC039,0.9891
BC023,BC047,0.9208
BC023,BC051,0.9688
BC023,BC057,0.9549
BC023,BC059,0.9413
BC023,BC072,0.9642
BC023,BC073,0.9632
BC023,BC076,0.9079
BC023,BC077,0.949
BC024,BC026,0.9083
BC024,BC027,0.9199
BC024,BC032,0.9163
BC024,BC035,0.9197
BC024,BC039,0.9321
BC024,BC042,0.9313
BC024,BC052,0.9281
BC024,BC054,0.9362
BC024,BC056,0.964
BC024,BC059,0.9436
BC024,BC066,0.9708
BC024,BC068,0.9218
BC025,BC038,0.9067
BC025,BC042,0.9681
BC025,BC052,0.9802
BC025,BC056,0.9435
BC025,BC059,0.9749
BC025,BC060,0.9035
BC025,BC072,0.9548
BC025,BC075,0.9178
BC025,BC076,0.95
BC025,BC078,0.9004
BC026,BC033,0.9597
BC026,BC034,0.9206
BC026,BC042,0.9532
BC026,BC044,0.9009
BC026,BC045,0.9172
BC026,BC048,0.9439
BC026,BC054,0.9063
BC026,BC057,0.9537
BC026,BC058,0.9538
BC026,BC068,0.9756
BC026,BC071,0.91
BC027,BC033,0.981
BC027,BC034,0.9042
BC027,BC035,0.9837
BC027,BC044,0.9278
BC027,BC051,0.9696
BC027,BC060,0.9514
BC027,BC061,0.9803
BC027,BC065,0.9235
BC027,BC068,0.9271
BC028,BC036,0.9009
BC028,BC040,0.915
BC028,BC052,0.9233
BC028,BC060,0.9054
BC028,BC067,0.9368
BC029,BC033,0.9728
BC029,BC042,0.9568
BC029,BC043,0.9004
BC029,BC059,0.9001
BC029,BC074,0.9219
BC029,BC079,0.9317
BC030,BC049,0.9067
BC030,BC052,0.9194
BC030,BC066,0.9254
BC030,BC079,0.9008
BC031,BC032,0.9127
BC031,BC047,0.9614
BC031,BC051,0.9347
BC031,BC055,0.9377
BC031,BC068,0.9386
BC032,BC036,0.9091
BC032,BC038,0.9347
BC032,BC046,0.9204
BC032,BC049,0.9107
BC032,BC055,0.9614
BC032,BC060,0.9083
BC032,BC063,0.9598
BC032,BC071,0.955
BC032,BC072,0.931
BC032,BF077,0.9773
BC033,BC034,0.9095
BC033,BC037,0.9499
BC033,BC039,0.9391
BC033,BC045,0.9268
BC033,BC048,0.919
BC033,BC051,0.9384
BC033,BC053,0.962
BC033,BC055,0.9738
BC033,BC063,0.9501
BC033,BC064,0.9691
BC033,BC066,0.96
BC033,BC069,0.9406
BC033,BC072,0.9191
BC033,BC078,0.9538
BC034,BC037,0.9327
BC034,BC040,0.93
BC034,BC041,0.9056
BC034,BC042,0.9528
BC034,BC043,0.9677
BC034,BC050,0.9406
BC034,BC057,0.9511
BC034,BC058,0.9563
BC034,BC062,0.9362
BC034,BC063,0.9034
BC034,BC065,0.9223
BC034,BC066,0.9286
BC034,BC070,0.9516
BC034,BC071,0.9625
BC035,BC041,0.9606
BC035,BC046,0.9601
BC035,BC047,0.9603
BC035,BC048,0.9036
BC035,BC055,0.9818
BC035,BC060,0.9509
BC035,BC062,0.9443
BC035,BC064,0.9714
BC035,BC065,0.96
BC035,BC067,0.9554
BC035,BC073,0.9468
BC035,BC075,0.9314
BC035,BC078,0.981
BC036,BC040,0.9271
BC036,BC042,0.9222
BC036,BC045,0.9677
BC036,BC068,0.9271
BC036,BC071,0.9472
BC036,BC073,0.9229
BC037,BC039,0.9735
BC037,BC044,0.9391
BC037,BC050,0.9138
BC037,BC052,0.9476
BC037,BC055,0.9895
BC037,BC056,0.9593
BC037,BC058,0.9291
BC038,BC041,0.9743
BC038,BC048,0.9132
BC038,BC050,0.9635
BC038,BC055,0.9774
BC038,BC056,0.95
BC038,BC062,0.9054
BC038,BC068,0.9672
BC038,BC075,0.9857
BC038,BC079,0.9181
BC039,BC040,0.9802
BC039,BC043,0.9436
BC039,BC045,0.9371
BC039,BC047,0.9503
BC039,BC053,0.931
BC039,BC062,0.9437
BC039,BC064,0.9318
BC039,BC068,0.9171
BC039,BI049,0.9771
BC040,BC042,0.9278
BC040,BC047,0.9097
BC040,BC051,0.9035
BC040,BC064,0.9147
BC040,BC065,0.9761
BC040,BC066,0.9438
BC040,BC073,0.9796
BC041,BC047,0.9056
BC041,BC048,0.9596
BC041,BC055,0.9457
BC041,BC057,0.9392
BC041,BC061,0.939
BC041,BC069,0.9701
BC041,BC071,0.901
BC041,BC074,0.9762
BC041,BC077,0.9314
BC042,BC047,0.9047
BC042,BC048,0.9651
BC042,BC055,0.9673
BC042,BC058,0.928
BC042,BC061,0.9754
BC042,BC063,0.943
BC042,BC079,0.9219
BC043,BC046,0.9456
BC043,BC061,0.9285
BC043,BC063,0.962
BC043,BC069,0.9593
BC043,BC076,0.9627
BC043,BC079,0.9145
BC044,BC047,0.9385
BC044,BC051,0.942
BC044,BC053,0.9327
BC044,BC055,0.9725
BC044,BC057,0.9138
BC044,BC068,0.9622
BC044,BC071,0.9074
BC045,BC046,0.9631
BC045,BC055,0.9797
BC045,BC062,0.9851
BC045,BC068,0.9525
BC045,BC069,0.9775
BC045,BC076,0.9909
BC045,BC079,0.9159
BC046,BC057,0.9193
BC046,BC064,0.9046
BC046,BC068,0.9067
BC046,BC079,0.9359
BC047,BC050,0.915
BC047,BC058,0.9527
BC047,BC061,0.9296
BC047,BC070,0.9418
BC047,BC072,0.9183
BC047,BC074,0.9538
BC047,BC075,0.9388
BC047,BC077,0.9338
BC048,BC049,0.9014
BC048,BC056,0.9267
BC048,BC060,0.9106
BC048,BC065,0.9768
BC048,BC072,0.9009
BC048,BC076,0.9463
BC049,BC057,0.9277
BC049,BC062,0.9485
BC049,BC076,0.9465
BC050,BC051,0.9197
BC050,BC052,0.9104
BC050,BC057,0.9694
BC050,BC070,0.9486
BC050,BC071,0.9177
BC050,BC072,0.9901
BC050,BC075,0.9005
BC050,BC076,0.9712
BC050,BJ073,0.9605
BC051,BC052,0.9116
BC051,BC055,0.9138
BC051,BC058,0.9337
BC051,BC060,0.9097
BC051,BC061,0.9355
BC051,BC066,0.9587
BC051,BC070,0.9165
BC051,BC074,0.929
BC052,BC057,0.9795
BC052,BC058,0.971
BC052,BC059,0.9836
BC052,BC064,0.9312
BC052,BC065,0.9127
BC052,BC069,0.9383
BC052,BC073,0.9377
BC052,BE083,0.9833
BC053,BC054,0.9051
BC053,BC056,0.926
BC053,BC057,0.94
BC053,BC058,0.9313
BC053,BC061,0.9353
BC053,BC074,0.9053
BC053,BJ086,0.9071
BC054,BC055,0.9183
BC054,BC056,0.9634
BC054,BC057,0.9613
BC054,BC058,0.993
BC054,BC067,0.9094
BC054,BC068,0.9693
BC054,BC076,0.9758
BC055,BC058,0.9356
BC055,BC068,0.9028
BC055,BC072,0.938
BC055,BC078,0.9701
BC056,BC058,0.9455
BC056,BC060,0.9141
BC056,BC065,0.9786
BC056,BC072,0.9545
BC056,BC076,0.9074
BC057,BC063,0.9116
BC057,BC069,0.9548
BC057,BC071,0.9595
BC058,BC061,0.9738
BC058,BC066,0.9155
BC058,BC068,0.9127
BC058,BC075,0.9342
BC058,BJ033,0.9102
BC059,BC060,0.9531
BC059,BC061,0.9447
BC059,BC063,0.9566
BC059,BC064,0.927
BC059,BC065,0.9529
BC059,BC077,0.9091
BC060,BC069,0.9228
BC060,BC070,0.9102
BC060,BC076,0.9818
BC060,BE017,0.9644
BC061,BC067,0.9314
BC061,BC070,0.9456
BC061,BC071,0.9592
BC061,BC073,0.9693
BC061,BC079,0.91
BC062,BC070,0.9188
BC062,BC075,0.9261
BC063,BC069,0.9698
BC064,BC072,0.9642
BC064,BC077,0.9034
BC065,BC068,0.9819
BC065,BC074,0.9309
BC065,BC075,0.9537
BC066,BC069,0.9535
BC066,BC070,0.9548
BC067,BC069,0.9609
BC067,BC070,0.9539
BC067,BC071,0.9137
BC067,BC078,0.9006
BC068,BC074,0.9602
BC068,BC075,0.9001
BC069,BC074,0.9056
BC069,BC075,0.9722
BC069,BD015,0.9607
BC071,BC074,0.9057
BC071,BC077,0.9499
BC071,BC079,0.9483
BC071,BH039,0.9354
BC072,BC074,0.9426
BC072,BC076,0.914
BC072,BC077,0.9829
BC072,BC078,0.9198
BC072,BF085,0.9287
BC073,BC078,0.9289
BC073,BF042,0.9005
BC073,BI075,0.9697
BD001,BD009,0.9556
BD001,BD011,0.9315
BD001,BD013,0.9098
BD001,BD021,0.9115
BD001,BD028,0.9467
BD001,BD033,0.9369
BD001,BD052,0.9609
BD001,BD053,0.9905
BD001,BD070,0.911
BD001,BD072,0.9544
BD001,BD073,0.9126
BD001,BD076,0.9095
BD001,BD077,0.9265
BD001,BG048,0.9469
BD002,BD009,0.9533
BD002,BD014,0.9049
BD002,BD020,0.9672
BD002,BD021,0.9136
BD002,BD028,0.9751
BD002,BD030,0.9499
BD002,BD032,0.9745
BD002,BD033,0.9628
BD002,BD040,0.9441
BD002,BD052,0.911
BD002,BD056,0.914
BD002,BD059,0.9094
BD002,BD068,0.9748
BD002,BD070,0.9512
BD002,BD073,0.991
BD002,BD074,0.9345
BD002,BD077,0.9704
BD002,BD079,0.9395
BD003,BD005,0.903
BD003,BD007,0.9156
BD003,BD014,0.9736
BD003,BD015,0.9306
BD003,BD018,0.9102
BD003,BD020,0.993
BD003,BD029,0.9329
BD003,BD040,0.9377
BD003,BD041,0.945
BD003,BD044,0.9852
BD003,BD047,0.9228
BD003,BD051,0.9101
BD003,BD058,0.9046
BD003,BD060,0.9025
BD003,BD062,0.9119
BD003,BD066,0.932
BD003,BD067,0.9002
BD003,BD068,0.9239
BD003,BD075,0.9674
BD004,BD005,0.9715
BD004,BD009,0.9381
BD004,BD012,0.9663
BD004,BD025,0.9755
BD004,BD026,0.9683
BD004,BD028,0.9334
BD004,BD029,0.9734
BD004,BD030,0.9342
BD004,BD037,0.9477
BD004,BD041,0.9438
BD004,BD046,0.9734
BD004,BD049,0.9648
BD004,BD060,0.9277
BD004,BD062,0.9544
BD004,BD069,0.9103
BD004,BD075,0.9139
BD004,BD080,0.9518
BD005,BD008,0.9022
BD005,BD009,0.9672
BD005,BD015,0.9459
BD005,BD017,0.9611
BD005,BD031,0.9584
BD005,BD038,0.9275
BD005,BD044,0.9543
BD005,BD045,0.9419
BD005,BD050,0.949
BD005,BD055,0.9129
BD005,BD066,0.9393
BD005,BD070,0.9496
BD005,BD075,0.9286
BD005,BD080,0.9073
BD006,BD008,0.918
BD006,BD017,0.902
BD006,BD024,0.9854
BD006,BD027,0.9606
BD006,BD030,0.9066
BD006,BD034,0.9116
BD006,BD047,0.9286
BD006,BD051,0.97
BD006,BD055,0.9101
BD006,BD056,0.9031
BD006,BD072,0.912
BD006,BD075,0.9148
BD006,BD078,0.9185
BD006,BD079,0.9207
BD007,BD011,0.9091
BD007,BD012,0.9006
BD007,BD014,0.9086
BD007,BD029,0.9696
BD007,BD030,0.9139
BD007,BD031,0.9868
BD007,BD032,0.9397
BD007,BD047,0.9428
BD007,BD049,0.9195
BD007,BD055,0.9584
BD007,BD061,0.9071
BD007,BD068,0.9293
BD007,BD070,0.9137
BD007,BD074,0.9495
BD007,BD080,0.9011
BD007,BE041,0.9606
BD008,BD019,0.9663
BD008,BD020,0.9095
BD008,BD021,0.9672
BD008,BD023,0.9072
BD008,BD028,0.9175
BD008,BD033,0.9163
BD008,BD035,0.9295
BD008,BD036,0.9627
BD008,BD043,0.91
BD008,BD048,0.9355
BD008,BD052,0.9636
BD008,BD076,0.9353
BD009,BD012,0.9131
BD009,BD018,0.95
BD009,BD020,0.927
BD009,BD022,0.9819
BD009,BD023,0.9388
BD009,BD028,0.9155
BD009,BD030,0.9384
BD009,BD031,0.9426
BD009,BD036,0.9784
BD009,BD038,0.9397
BD009,BD046,0.989
BD009,BD049,0.9776
BD009,BD051,0.9863
BD009,BD065,0.9592
BD009,BD067,0.9587
BD009,BD076,0.9193
BD009,BJ086,0.9158
BD009,BJ094,0.9528
BD010,BD011,0.964
BD010,BD012,0.9569
BD010,BD026,0.9161
BD010,BD027,0.9552
BD010,BD035,0.9392
BD010,BD048,0.9681
BD010,BD051,0.9781
BD010,BD052,0.9768
BD010,BD054,0.9323
BD010,BD068,0.9715
BD010,BD075,0.9485
BD010,BD077,0.9697
BD010,BH012,0.9328
BD011,BD019,0.9348
BD011,BD020,0.9219
BD011,BD025,0.9236
BD011,BD027,0.9337
BD011,BD033,0.9473
BD011,BD042,0.912
BD011,BD043,0.9119
BD011,BD047,0.9212
BD011,BD049,0.9765
BD011,BD050,0.928
BD011,BD060,0.9108
BD011,BD069,0.9436
BD011,BD076,0.9168
BD012,BD013,0.9475
BD012,BD017,0.9191
BD012,BD021,0.9605
BD012,BD022,0.9404
BD012,BD023,0.9152
BD012,BD029,0.9715
BD012,BD041,0.9737
BD012,BD053,0.9379
BD012,BD058,0.9194
BD012,BD059,0.9169
BD012,BD062,0.9198
BD012,BD064,0.9481
BD012,BD066,0.9118
BD012,BD068,0.9694
BD012,BD069,0.9039
BD012,BD071,0.9572
BD012,BD075,0.9628
BD013,BD023,0.9921
BD013,BD024,0.9384
BD013,BD026,0.9757
BD013,BD029,0.9322
BD013,BD036,0.9389
BD013,BD037,0.9347
BD013,BD042,0.9258
BD013,BD047,0.9027
BD013,BD058,0.9012
BD013,BD063,0.9661
BD013,BD072,0.9414
BD014,BD016,0.9608
BD014,BD021,0.9621
BD014,BD026,0.974
BD014,BD031,0.9046
BD014,BD035,0.9035
BD014,BD039,0.9367
BD014,BD055,0.9195
BD014,BD058,0.9463
BD014,BD061,0.9246
BD014,BD078,0.9407
BD014,BD079,0.9564
BD015,BD018,0.9549
BD015,BD022,0.9041
BD015,BD024,0.9457
BD015,BD041,0.9505
BD015,BD044,0.978
BD015,BD050,0.9103
BD015,BD055,0.9683
BD015,BD065,0.955
BD015,BD070,0.9132
BD015,BD075,0.9463
BD015,BD080,0.946
BD016,BD018,0.9155
BD016,BD022,0.9141
BD016,BD048,0.9766
BD016,BD058,0.9455
BD016,BD066,0.9683
BD016,BD067,0.9538
BD016,BD076,0.9462
BD017,BD018,0.9367
BD017,BD022,0.9502
BD017,BD023,0.9192
BD017,BD032,0.9423
BD017,BD033,0.9197
BD017,BD037,0.9491
BD017,BD053,0.9277
BD017,BD054,0.9217
BD017,BD061,0.9731
BD017,BD071,0.9382
BD017,BD073,0.9232
BD017,BD074,0.9131
BD017,BD076,0.9502
BD017,BD077,0.901
BD017,BD078,0.936
BD018,BD019,0.909
BD018,BD020,0.9532
BD018,BD026,0.9154
BD018,BD028,0.923
BD018,BD033,0.9906
BD018,BD035,0.9327
BD018,BD036,0.9335
BD018,BD040,0.9163
BD018,BD043,0.9429
BD018,BD044,0.961
BD018,BD049,0.9758
BD018,BD058,0.9726
BD018,BD068,0.9086
BD018,BD073,0.939
BD019,BD026,0.9056
BD019,BD028,0.9426
BD019,BD046,0.9026
BD019,BD047,0.9242
BD019,BD052,0.9556
BD019,BD061,0.9202
BD019,BD062,0.9157
BD019,BD064,0.9533
BD019,BD066,0.9577
BD019,BD071,0.923
BD019,BD078,0.9324
BD019,BD080,0.9129
BD020,BD024,0.9074
BD020,BD027,0.9082
BD020,BD032,0.9195
BD020,BD034,0.9288
BD020,BD047,0.9726
BD020,BD053,0.9686
BD020,BD056,0.9027
BD020,BD060,0.9352
BD020,BD063,0.9597
BD020,BH102,0.9486
BD021,BD029,0.9364
BD021,BD030,0.9628
BD021,BD032,0.9728
BD021,BD035,0.98
BD021,BD038,0.9075
BD021,BD040,0.9538
BD021,BD048,0.931
BD021,BD055,0.949
BD021,BD056,0.9743
BD021,BD059,0.9404
BD021,BD060,0.9766
BD021,BD062,0.9513
BD021,BD064,0.9006
BD021,BD065,0.9736
BD021,BE059,0.9681
BD022,BD023,0.9141
BD022,BD035,0.9341
BD022,BD037,0.9479
BD022,BD045,0.9221
BD022,BD046,0.9588
BD022,BD059,0.9245
BD022,BD064,0.9411
BD022,BD065,0.9518
BD023,BD026,0.9097
BD023,BD028,0.9583
BD023,BD030,0.9507
BD023,BD044,0.9771
BD023,BD045,0.9071
BD023,BD050,0.9447
BD023,BD054,0.9134
BD023,BD055,0.9739
BD023,BD056,0.9516
BD023,BD059,0.9485
BD023,BD062,0.937
BD023,BD063,0.9126
BD023,BD070,0.9467
BD023,BD071,0.9742
BD023,BJ049,0.9898
BD024,BD027,0.9619
BD024,BD029,0.942
BD024,BD032,0.9225
BD024,BD039,0.9814
BD024,BD043,0.9079
BD024,BD046,0.9163
BD024,BD048,0.9042
BD024,BD065,0.9552
BD024,BD071,0.9039
BD024,BD074,0.9513
BD024,BD075,0.913
BD024,BD078,0.9752
BD025,BD034,0.9793
BD025,BD042,0.9097
BD025,BD050,0.9236
BD025,BD068,0.9831
BD025,BD070,0.9081
BD026,BD028,0.9849
BD026,BD040,0.9707
BD026,BD049,0.9061
BD026,BD054,0.9487
BD026,BD057,0.9429
BD026,BD058,0.9562
BD026,BD059,0.9297
BD026,BD061,0.9433
BD026,BD063,0.95
BD026,BD069,0.9859
BD026,BD072,0.9493
BD026,BD075,0.9691
BD026,BD078,0.9583
BD027,BD031,0.9077
BD027,BD039,0.9391
BD027,BD040,0.9527
BD027,BD041,0.9031
BD027,BD042,0.9697
BD027,BD048,0.9492
BD027,BD057,0.9706
BD027,BD059,0.9391
BD027,BD060,0.9296
BD027,BD075,0.9258
BD027,BD079,0.9323
BD028,BD031,0.9408
BD028,BD046,0.9303
BD028,BD051,0.9264
BD028,BD052,0.988
BD028,BD057,0.9164
BD028,BD058,0.9168
BD029,BD036,0.9794
BD029,BD039,0.9187
BD029,BD043,0.9506
BD029,BD045,0.9029
BD029,BD053,0.9232
BD029,BD057,0.9172
BD029,BD058,0.9548
BD029,BD059,0.9804
BD029,BD060,0.9014
BD029,BD064,0.9064
BD029,BD065,0.956
BD029,BD069,0.9419
BD029,BD074,0.9187
BD029,BD075,0.9405
BD030,BD035,0.9281
BD030,BD042,0.9682
BD030,BD043,0.9519
BD030,BD062,0.9299
BD030,BD063,0.9083
BD030,BD065,0.9254
BD030,BD067,0.9343
BD030,BD070,0.907
BD030,BD079,0.9064
BD031,BD033,0.9613
BD031,BD034,0.9347
BD031,BD037,0.9292
BD031,BD043,0.9001
BD031,BD054,0.9513
BD031,BD057,0.9217
BD031,BD060,0.9425
BD031,BD062,0.9189
BD031,BD064,0.9109
BD031,BD070,0.9255
BD031,BD078,0.9387
BD031,BI085,0.9477
BD032,BD035,0.9277
BD032,BD045,0.9277
BD032,BD049,0.9138
BD032,BD051,0.9758
BD032,BD053,0.9139
BD032,BD058,0.9541
BD032,BD062,0.9015
BD032,BD063,0.9306
BD033,BD053,0.9595
BD033,BD055,0.9214
BD033,BD070,0.9608
BD033,BD071,0.9352
BD033,BD073,0.9029
BD033,BD074,0.9237
BD034,BD039,0.9257
BD034,BD042,0.97
BD034,BD048,0.9134
BD034,BD049,0.9531
BD034,BD054,0.9861
BD034,BD062,0.9606
BD034,BD067,0.9438
BD034,BD068,0.9616
BD034,BD069,0.9288
BD034,BD075,0.9045
BD035,BD038,0.9608
BD035,BD043,0.9602
BD035,BD053,0.9165
BD035,BD066,0.9199
BD035,BD068,0.9086
BD035,BD069,0.9062
BD035,BD073,0.9824
BD035,BD076,0.9239
BD035,BD077,0.935
BD035,BD079,0.9587
BD036,BD040,0.9152
BD036,BD041,0.9175
BD036,BD044,0.9898
BD036,BD045,0.9213
BD036,BD059,0.9431
BD036,BD078,0.9162
BD036,BD079,0.9618
BD037,BD039,0.9112
BD037,BD040,0.942
BD037,BD049,0.9293
BD037,BD055,0.9125
BD037,BD078,0.9448
BD038,BD041,0.942
BD038,BD043,0.9865
BD038,BD048,0.9653
BD038,BD058,0.9342
BD038,BD059,0.9603
BD038,BD060,0.9151
BD038,BD061,0.9636
BD038,BD063,0.9549
BD038,BD064,0.9001
BD038,BD067,0.9709
BD038,BD070,0.9612
BD038,BD074,0.9468
BD038,BD075,0.9399
BD038,BD076,0.9479
BD039,BD040,0.9294
BD039,BD041,0.9466
BD039,BD049,0.9155
BD039,BD052,0.9543
BD039,BD058,0.9173
BD039,BD060,0.9208
BD039,BD064,0.9048
BD039,BD067,0.9431
BD039,BD079,0.9219
BD040,BD043,0.9641
BD040,BD048,0.9694
BD040,BD051,0.9505
BD040,BD053,0.9274
BD040,BD058,0.9829
BD040,BD061,0.9154
BD040,BD064,0.9705
BD040,BD069,0.9318
BD041,BD049,0.9098
BD041,BD050,0.9341
BD041,BD053,0.9079
BD041,BD056,0.936
BD041,BD063,0.9407
BD041,BD068,0.9175
BD042,BD062,0.9215
BD042,BD063,0.9903
BD042,BD064,0.9199
BD042,BD067,0.9903
BD042,BD073,0.968
BD042,BD078,0.961
BD042,BD079,0.9748
BD043,BD046,0.9163
BD043,BD047,0.966
BD043,BD049,0.9348
BD043,BD050,0.9656
BD043,BD054,0.9284
BD043,BD067,0.9233
BD043,BD068,0.9416
BD043,BD072,0.9219
BD043,BD074,0.9129
BD044,BD045,0.9218
BD044,BD054,0.9286
BD044,BD060,0.9634
BD044,BD067,0.9104
BD044,BD069,0.9224
BD044,BD070,0.9064
BD044,BD071,0.906
BD044,BD073,0.9117
BD044,BD075,0.9462
BD045,BD048,0.9648
BD045,BD058,0.9127
